"esco_role","country_name","n_job_offers","median_min_salary","median_max_salary"
care home worker,United Kingdom,121,30000.0,34266.623999999996
career guidance advisor,United Kingdom,15,30000.0,35583.6
cargo vehicle driver,Brazil,80,4167.74448,4168.74924
cargo vehicle driver,France,50,23040.0,24960.0
cargo vehicle driver,Germany,1043,27997.931034482757,37000.0
cargo vehicle driver,Spain,712,17935.12180652973,20400.92226613966
cargo vehicle driver,United Kingdom,1277,30817.503999999994,38522.11695158894
cargo vehicle driver,United States,18,72750.0,97000.0
carpenter,Brazil,15,4226.02056,4420.9439999999995
carpenter,France,112,23040.0,26880.0
carpenter,Germany,487,28984.615384615383,37657.777777777774
carpenter,Spain,247,18142.857142857145,21712.0
carpenter,United Kingdom,96,41325.0,46725.0
carpenter supervisor,Spain,25,16800.0,19200.0
cartographer,United Kingdom,16,103680.0,115200.0
case administrator,United Kingdom,16,32408.399999999998,50400.0
cashier,Brazil,156,2908.2060514285713,3006.0983828571425
cashier,France,26,22809.600000000002,22809.600000000002
cashier,Germany,165,25500.0,33000.0
cashier,Spain,190,14512.5,15881.6
cashier,United Kingdom,103,30915.84,37200.0
cashier,United States,26,30249.45,34156.61
casino gaming manager,Spain,41,20400.0,25200.0
category manager,Germany,35,48000.0,68000.0
category manager,United Kingdom,95,51750.0,73425.6
ceramic painter,Germany,21,29000.0,38000.0
checkout supervisor,Germany,19,38000.0,59000.0
checkout supervisor,United Kingdom,40,33600.0,40800.0
chef,Brazil,14,5224.7519999999995,5224.7519999999995
chef,France,585,28916.334318555004,33313.558673469386
chef,Germany,1241,27768.16483516484,36752.604166666664
chef,India,14,3634.9829999999997,5204.177
chef,Ireland,22,29120.0,35360.0
chef,Spain,645,22292.673992673994,22619.297385620914
chef,United Kingdom,938,30343.545770750985,38421.730033444815
chemical engineer,Germany,14,41000.0,68000.0
chemical engineer,Spain,13,30000.0,40000.0
chemical engineering technician,Germany,32,31000.0,44000.0
chemical mixer,Spain,14,22000.0,24000.0
chemical plant control room operator,Spain,12,15600.0,18000.0
chemical processing plant controller,Germany,19,29000.0,41000.0
chemical processing plant controller,Spain,26,21792.0,22579.38624
chemical processing plant controller,United Kingdom,14,36000.0,39000.0
chemist,Germany,32,35000.0,50000.0
chemist,United Kingdom,38,32400.0,38400.0
chemistry teacher secondary school,United Kingdom,39,39690.0,60565.2
chemistry technician,Germany,37,29000.0,42000.0
chief ICT security officer,Germany,35,56000.0,80000.0
chief ICT security officer,United Kingdom,33,54000.0,120000.0
chief data officer,United Kingdom,16,36334.08,84000.0
chief executive officer,Germany,34,54000.0,75000.0
chief executive officer,India,36,2640.0,3300.0
chief executive officer,Spain,25,24000.0,28000.0
chief executive officer,United Kingdom,120,35932.48,120000.0
chief information officer,United Kingdom,14,24000.0,84000.0
chief marketing officer,Germany,50,56000.0,76000.0
chief marketing officer,India,14,6600.0,10560.0
chief marketing officer,Spain,19,28000.0,33000.0
chief marketing officer,United Kingdom,122,48000.0,84000.0
chief operating officer,Germany,18,53000.0,76000.0
chief operating officer,Spain,25,15000.0,20000.0
chief operating officer,United Kingdom,50,24000.0,120000.0
chief product officer,United Kingdom,18,24000.0,120000.0
chief technology officer,Germany,17,57000.0,77000.0
chief technology officer,Spain,16,39000.0,50000.0
chief technology officer,United Kingdom,33,76196.4,120000.0
child care coordinator,France,38,19723.0,24535.0
child care coordinator,Germany,21,31000.0,42000.0
child care social worker,United Kingdom,95,80640.0,80640.0
child care worker,France,62,25000.0,27828.0
child care worker,Germany,52,28000.0,40000.0
child care worker,Spain,15,24000.0,32240.0
child care worker,United Kingdom,160,29344.48,31018.88
child day care worker,Germany,60,29000.0,42000.0
child day care worker,Spain,12,28800.0,34800.0
child day care worker,United Kingdom,270,29917.76,32296.853333333333
city councillor,United States,12,43650.0,63050.0
civil enforcement officer,Spain,33,15600.0,18000.0
civil enforcement officer,United Kingdom,26,29952.0,37716.48
civil enforcement officer,United States,13,38334.4,39020.19
civil engineer,France,11,35000.0,51908.0
civil engineer,Germany,309,39086.41975308642,56435.579259259255
civil engineer,Spain,86,30000.0,33000.0
civil engineer,United Kingdom,70,48000.0,69600.0
civil engineering technician,Germany,59,30000.0,41000.0
civil engineering technician,United Kingdom,12,39388.799999999996,48000.0
civil engineering worker,Germany,24,27000.0,36000.0
civil engineering worker,United Kingdom,53,42624.0,43776.0
civil service administrative officer,Germany,12,48000.0,76200.0
civil service administrative officer,Spain,57,18000.0,20000.0
civil service administrative officer,United Kingdom,65,30331.199999999997,34506.0
client relations manager,France,30,25200.0,28600.0
client relations manager,Germany,382,30000.0,40254.10526315789
client relations manager,India,12,3313.2549999999997,4518.469999999999
client relations manager,Spain,92,18000.0,22000.0
client relations manager,United Kingdom,538,32362.09152,55243.97528571429
clinical coder,India,11,2579.665,3959.9999999999995
clinical psychologist,Spain,14,24001.0,30000.0
clinical psychologist,United Kingdom,73,57900.0,66000.0
clothing technologist,United Kingdom,11,33600.0,42000.0
cloud DevOps engineer ,France,25,65000.0,75000.0
cloud DevOps engineer ,Germany,133,49600.0,70733.33333333333
cloud DevOps engineer ,India,11,5280.0,9118.659
cloud DevOps engineer ,Spain,60,39000.0,46000.0
cloud DevOps engineer ,United Kingdom,169,26437.5,120000.0
cloud architect,France,15,80000.0,90000.0
cloud architect,Germany,36,57000.0,89000.0
cloud architect,Spain,20,45000.0,56000.0
cloud architect,United Kingdom,35,61371.6,120000.0
cloud engineer,Germany,47,47000.0,70000.0
cloud engineer,Spain,28,40000.0,46000.0
cloud engineer,United Kingdom,94,54000.0,99000.0
cloud software developer ,Germany,43,45000.0,64000.0
cloud software developer ,Spain,14,39000.0,50000.0
cloud software developer ,United Kingdom,12,60000.0,100800.0
club host/club hostess,Spain,32,12600.0,19200.0
coachbuilder,Germany,41,28000.0,37000.0
coachbuilder,United Kingdom,86,49920.0,65268.0
coating machine operator,Germany,13,30000.0,45000.0
cocktail bartender,Spain,13,19200.0,21600.0
collection manager,Brazil,14,2469.7000799999996,2469.7000799999996
collection manager,Spain,44,17035.0,18158.0
collection manager,United Kingdom,57,30000.0,34320.0
commercial director,Brazil,37,9042.84,9042.84
commercial director,France,35,32000.0,35000.0
commercial director,Germany,139,29800.0,42777.77777777778
commercial director,Spain,431,18418.75,32306.122448979593
commercial director,United Kingdom,170,45354.0,120000.0
commercial sales representative,Brazil,43,3281.54616,4019.04
commercial sales representative,France,16,25200.0,30000.0
commercial sales representative,Germany,595,28000.0,43392.0
commercial sales representative,Spain,209,19500.0,31818.181818181816
commercial sales representative,United Kingdom,445,30000.0,45972.01465201465
commissioning engineer,Germany,27,42000.0,60000.0
commissioning engineer,United Kingdom,92,36000.0,84000.0
commissioning technician,Germany,11,34000.0,55000.0
commodity trader,United Kingdom,20,24000.0,120000.0
communication manager,France,11,23400.0,30000.0
communication manager,Germany,51,38000.0,57000.0
communication manager,Spain,27,30000.0,30000.0
communication manager,United Kingdom,111,38400.0,95850.0
community care case worker,United Kingdom,25,29652.48,32256.0
community development officer,United Kingdom,14,34149.6,38400.0
community health worker,Germany,29,29000.0,39000.0
community health worker,United Kingdom,27,27048.96,33984.0
community social worker,United Kingdom,26,29400.0,34398.0
companion,Germany,292,26000.0,35068.37606837606
companion,Spain,26,12960.0,15240.0
companion,United Kingdom,11,28800.0,28800.0
compensation analyst,United Kingdom,12,60000.0,72000.0
compliance engineer,Germany,12,48000.0,67000.0
compliance engineer,United Kingdom,161,24000.0,120000.0
computer hardware engineer,France,28,60000.0,70000.0
computer hardware engineer,Germany,29,42000.0,61000.0
computer hardware engineer,Spain,18,33000.0,42000.0
computer hardware engineer,United Kingdom,67,24000.0,120000.0
computer hardware engineering technician,Spain,18,19000.0,24000.0
computer hardware repair technician,Brazil,15,2761.0804799999996,2761.0804799999996
computer hardware repair technician,France,21,29000.0,32000.0
computer hardware repair technician,Spain,110,16325.0,20000.0
computer hardware test technician,United Kingdom,18,31200.0,36000.0
computer numerical control machine operator,Brazil,17,4219.992,4219.992
computer numerical control machine operator,France,30,24960.0,28800.0
computer numerical control machine operator,Germany,339,31000.0,41000.0
computer numerical control machine operator,Spain,47,23040.0,26000.0
computer numerical control machine operator,United Kingdom,145,40944.885714285716,48034.514285714286
computer science lecturer,Brazil,19,2435.53824,2435.53824
computer science lecturer,Spain,20,27000.0,30000.0
computer science lecturer,United Kingdom,94,40005.0,60412.2
concrete pump operator,Germany,15,28000.0,37000.0
concrete pump operator,Spain,13,18000.0,19200.0
confectioner,Germany,28,26000.0,35000.0
confectionery specialised seller,Germany,13,25000.0,38000.0
construction engineer,France,36,35000.0,40000.0
construction engineer,Germany,241,31016.666666666664,43084.24908424908
construction engineer,India,14,2112.0,2772.0
construction engineer,Spain,19,24000.0,30000.0
construction engineer,United Kingdom,102,46650.0,60000.0
construction equipment technician,France,30,25000.0,30000.0
construction equipment technician,Germany,223,30000.0,41129.69696969697
construction equipment technician,Spain,65,24000.0,27000.0
construction equipment technician,United Kingdom,15,33600.0,38972.4
construction general contractor,Germany,80,27000.0,37000.0
construction general contractor,Spain,19,25000.0,30000.0
construction general contractor,United Kingdom,40,66000.0,84000.0
construction general supervisor,Germany,29,33000.0,49000.0
construction manager,France,41,35000.0,40000.0
construction manager,Germany,308,38585.18518518518,57673.202614379086
construction manager,Spain,334,30000.0,36000.0
construction manager,United Kingdom,83,60000.0,72000.0
construction painter,Germany,15,28000.0,38000.0
construction painter,Spain,38,20000.0,23000.0
construction painter,United Kingdom,37,35148.0,38400.0
construction quality inspector,United Kingdom,12,38400.0,44400.0
construction safety manager,United Kingdom,78,54000.0,62400.0
construction scaffolder,Germany,29,28000.0,38000.0
consumer electronics repair technician,France,223,23040.0,26880.0
consumer electronics repair technician,Germany,1645,31001.125319693096,43471.01093088032
consumer electronics repair technician,Spain,221,21000.0,25000.0
consumer electronics repair technician,United Kingdom,95,27075.0,58950.0
contact centre manager,Germany,47,30722.0,42000.0
contact centre manager,United Kingdom,20,32232.96,32232.96
contact centre supervisor,United Kingdom,12,32400.0,33600.0
container crane operator,Spain,22,20000.0,24000.0
contract engineer,United Kingdom,22,48000.0,120000.0
contract manager,Germany,55,52000.0,75000.0
contract manager,United Kingdom,208,54000.0,66280.8
control panel assembler,United Kingdom,53,36864.0,45600.0
control panel tester,United Kingdom,18,34560.0,46080.0
conveyance clerk,United Kingdom,204,36000.0,48000.0
cook,Brazil,53,2210.4719999999998,2210.4719999999998
cook,France,12,23040.0,26400.0
cook,Germany,343,26000.0,35000.0
cook,Spain,845,17909.716446124763,19895.817028027497
cook,United Kingdom,101,29255.04,30068.399999999998
cook,United States,43,30619.02,36196.52
coppersmith,Germany,151,29000.0,40000.0
corporate banking adviser,Germany,18,41000.0,62000.0
corporate banking adviser,United Kingdom,21,24000.0,120000.0
corporate investment banker,Spain,14,21000.0,21000.0
corporate investment banker,United Kingdom,53,24000.0,120000.0
corporate lawyer,France,13,45000.0,50000.0
corporate lawyer,Germany,33,42000.0,65000.0
corporate lawyer,United Kingdom,1089,54319.347573296975,72816.42228739003
corporate risk manager,Germany,31,52000.0,71000.0
corporate risk manager,United Kingdom,156,24000.0,120000.0
corporate trainer,Germany,63,33000.0,44000.0
corporate trainer,United Kingdom,39,36000.0,42000.0
corporate training manager,Germany,17,44700.0,63400.0
corporate training manager,India,12,2856.865,5902.116
corporate training manager,Spain,17,18000.0,18000.0
corporate training manager,United Kingdom,68,24000.0,60000.0
corporate treasurer,Germany,14,54000.0,83000.0
corporate treasurer,United Kingdom,42,39697.92,115200.0
corrosion technician,Germany,15,28000.0,42000.0
cosmetics and perfume specialised seller,Spain,14,20000.0,23040.0
cost analyst,United Kingdom,26,48000.0,66000.0
court administrator,United Kingdom,43,30000.0,32400.0
court bailiff,United Kingdom,20,42000.0,84000.0
court enforcement officer,United Kingdom,18,43983.36,44037.6
court jury coordinator,France,13,60000.0,70000.0
court jury coordinator,Germany,11,54000.0,76000.0
court jury coordinator,United Kingdom,438,42266.73333333334,60124.26035502958
creative director,Germany,23,41000.0,60000.0
creative director,United Kingdom,36,42000.0,48000.0
credit adviser,United Kingdom,42,24000.0,120000.0
credit analyst,Germany,14,49000.0,68000.0
credit analyst,United Kingdom,154,24000.0,120000.0
credit manager,Germany,30,40000.0,56000.0
credit manager,Spain,12,20000.0,24000.0
credit manager,United Kingdom,580,32432.7731092437,36000.0
credit risk analyst,Germany,22,60000.0,81000.0
credit risk analyst,India,11,5710.65,8225.349
credit risk analyst,Spain,13,25000.0,30000.0
credit risk analyst,United Kingdom,130,24000.0,120000.0
criminal investigator,United Kingdom,15,40389.12,50641.92
criminologist,United Kingdom,13,25920.0,30240.0
crop production worker,Spain,23,13200.0,17000.0
curriculum administrator,Germany,11,37000.0,55000.0
curriculum administrator,United Kingdom,28,39600.0,48000.0
customer contact centre information clerk,Germany,27,31000.0,45000.0
customer contact centre information clerk,Spain,13,21000.0,23000.0
customer contact centre information clerk,United Kingdom,32,29952.0,31200.0
customer experience manager,Germany,27,32000.0,43000.0
customer experience manager,Spain,13,20000.0,22000.0
customer experience manager,United Kingdom,64,30000.0,36000.0
customer service representative,Brazil,71,3014.2799999999997,3416.184
customer service representative,France,19,24276.0,25176.0
customer service representative,Germany,939,29009.52380952381,41874.769230769234
customer service representative,India,22,3696.0,4620.0
customer service representative,Spain,1093,16043.12876061969,18000.352490421457
customer service representative,United Kingdom,1307,27485.55781632653,34315.695254506885
customer service representative,United States,58,36316.799999999996,40755.52
customs and excise officer,United Kingdom,23,42000.0,46200.0
customs officer,Germany,11,31000.0,46000.0
customs officer,Spain,12,21000.0,30000.0
customs officer,United Kingdom,24,32256.0,36000.0
cyber incident responder,Germany,41,49000.0,72000.0
cyber incident responder,United Kingdom,42,24000.0,120000.0
cybersecurity risk manager,Germany,13,56000.0,77000.0
cybersecurity risk manager,Spain,20,36000.0,40000.0
cybersecurity risk manager,United Kingdom,61,28800.0,44400.0
dangerous goods driver,Spain,12,23040.0,24000.0
data analyst,Brazil,18,4822.848,4822.848
data analyst,France,11,40000.0,45000.0
data analyst,Germany,76,48000.0,68000.0
data analyst,India,18,4694.217,8109.695
data analyst,Spain,118,28933.333333333336,33220.0
data analyst,United Kingdom,284,31565.77142857143,84433.63636363637
data engineer,France,20,45000.0,55000.0
data engineer,Germany,96,51000.0,72750.0
data engineer,India,30,5038.0,8470.0
data engineer,Spain,83,36000.0,45000.0
data engineer,United Kingdom,305,47926.52307692308,117760.0
data entry clerk,Germany,15,29000.0,41000.0
data entry clerk,Spain,24,9000.0,13891.0
data entry clerk,United Kingdom,36,30000.0,35435.520000000004
data protection officer,Germany,34,52000.0,74000.0
data protection officer,United Kingdom,36,43200.0,102000.0
data scientist,Germany,73,52000.0,75000.0
data scientist,India,14,6035.634,9876.702
data scientist,Spain,74,30000.0,36000.0
data scientist,United Kingdom,132,36000.0,115800.0
database administrator,Germany,33,40000.0,60000.0
database administrator,India,19,3524.488,7284.816
database administrator,Spain,71,30000.0,39000.0
database administrator,United Kingdom,122,30400.0,55361.6
database designer,Spain,11,45000.0,52000.0
database designer,United Kingdom,45,74400.0,120000.0
database developer,Germany,13,39000.0,60000.0
database developer,India,12,6586.161999999999,8243.51
database developer,Spain,12,30000.0,39000.0
database developer,United Kingdom,35,66000.0,78000.0
debt collector,Brazil,12,3195.1367999999998,3195.1367999999998
debt collector,Spain,26,16000.0,18000.0
debt collector,United Kingdom,58,31200.0,42000.0
deburring machine operator,France,11,25000.0,34560.0
deburring machine operator,Germany,19,31000.0,40000.0
demolition supervisor,Germany,12,27000.0,38000.0
dental chairside assistant,Germany,384,26612.5,38000.0
dental chairside assistant,Spain,14,17000.0,19200.0
dental chairside assistant,United Kingdom,57,24000.0,72000.0
dental hygienist,Germany,17,32000.0,50000.0
dental hygienist,Spain,131,17000.0,20000.0
dental practitioner,Spain,69,21000.0,25000.0
dental practitioner,United Kingdom,20,72000.0,115200.0
dental technician,Germany,226,28000.0,38000.0
department manager,France,13,26063.0,28200.0
department manager,Germany,63,41000.0,63000.0
department manager,Spain,36,24001.0,27000.0
department manager,United Kingdom,138,24000.0,48000.0
department manager,United States,14,36535.049999999996,46532.84
department store manager,Germany,18,31000.0,47000.0
department store manager,United Kingdom,253,31072.4,33729.30612244898
dependability engineer,Germany,11,48000.0,69000.0
dependability engineer,United Kingdom,34,24000.0,120000.0
deputy head teacher,Germany,14,46000.0,71000.0
deputy head teacher,United Kingdom,37,54000.0,84000.0
design and applied arts vocational teacher,United Kingdom,22,41184.0,61920.0
design engineer,France,11,36000.0,50000.0
design engineer,Germany,117,32111.11111111111,47000.0
design engineer,India,42,2750.0,5473.929999999999
design engineer,Spain,41,26000.0,33000.0
design engineer,United Kingdom,547,48000.0,65928.86426592797
diagnostic radiographer,Germany,20,34000.0,68000.0
diagnostic radiographer,United States,12,58510.4,85459.91
diesel engine mechanic,Brazil,20,4722.372,5136.33312
diesel engine mechanic,United States,35,55584.88,80704.0
dietitian,Germany,12,28000.0,44000.0
dietitian,Spain,25,16000.0,20000.0
dietitian,United Kingdom,39,55296.0,59904.0
dietitian,United States,14,54858.35,62767.729999999996
digital marketing manager,Brazil,15,3014.2799999999997,3014.2799999999997
digital marketing manager,France,25,60000.0,70000.0
digital marketing manager,Germany,63,38000.0,56000.0
digital marketing manager,Spain,94,18000.0,21433.0
digital marketing manager,United Kingdom,179,36000.0,42266.666666666664
digital printer,Germany,17,27000.0,38000.0
digital printer,Spain,18,18000.0,20000.0
digital transformation manager,Germany,22,51000.0,73000.0
disability support worker,Spain,18,15876.0,15876.0
disability support worker,United Kingdom,44,29537.28,40112.64
dismantling supervisor,Germany,16,28000.0,42000.0
dismantling supervisor,Spain,18,20000.0,21000.0
dismantling supervisor,United Kingdom,34,29520.0,29952.0
distribution centre dispatcher,Germany,23,32000.0,43000.0
distribution manager,Brazil,13,2813.328,2813.328
distribution manager,Germany,23,33000.0,52000.0
distribution manager,Spain,30,19000.0,21000.0
distribution manager,United Kingdom,61,30113.28,36000.0
doctors' surgery assistant,Germany,48,36000.0,51000.0
doctors' surgery assistant,Spain,15,15000.0,20000.0
document management officer,Germany,12,42000.0,60000.0
document management officer,Spain,25,21000.0,25000.0
document management officer,United Kingdom,53,36000.0,45600.0
domestic cleaner,France,24,23040.0,23289.600000000002
domestic cleaner,Germany,74,26000.0,35000.0
domestic cleaner,Spain,160,15165.0,15876.0
domestic cleaner,United Kingdom,29,27648.0,28270.079999999994
domestic energy assessor,United Kingdom,24,103680.0,115200.0
domestic housekeeper,Germany,32,28000.0,41000.0
domestic housekeeper,United Kingdom,17,48000.0,54000.0
door to door seller,Germany,40,27000.0,36000.0
doorman/doorwoman,Brazil,28,3183.07968,3309.67944
doorman/doorwoman,Germany,14,27000.0,35000.0
drafter,Germany,46,30000.0,43000.0
drafter,Spain,42,21600.0,26000.0
drafter,United Kingdom,21,38400.0,54000.0
drainage engineer,United Kingdom,46,37440.0,54000.0
drama teacher,United Kingdom,54,39600.0,60000.0
dramaturge,United Kingdom,14,24000.0,60000.0
drawing kiln operator,Germany,21,28000.0,42000.0
drawing kiln operator,Spain,30,15000.0,16000.0
dressmaker,Germany,24,26000.0,39000.0
dressmaker,Spain,23,15600.0,15600.0
driving instructor,Germany,61,34000.0,48000.0
driving instructor,Spain,16,21000.0,25000.0
driving instructor,United Kingdom,136,36000.0,48000.0
dryer attendant,Germany,14,29000.0,41000.0
eBusiness manager,Germany,51,36000.0,54000.0
eBusiness manager,Spain,17,20000.0,20500.0
eBusiness manager,United Kingdom,53,36000.0,54000.0
early years teacher,Germany,63,32000.0,42000.0
early years teacher,United Kingdom,533,38909.82451612903,59919.17860962567
early years teacher,United States,41,38800.0,97000.0
early years teaching assistant,Germany,15,28000.0,41000.0
early years teaching assistant,United Kingdom,187,25237.872,29648.906666666666
ecologist,United Kingdom,112,31840.0,42400.0
economic development coordinator,United Kingdom,84,38400.0,43200.0
economics lecturer,United Kingdom,15,43695.6,64792.799999999996
economist,Spain,16,20000.0,21000.0
economist,United Kingdom,30,24000.0,120000.0
education administrator,Germany,273,32000.0,43000.0
education administrator,United Kingdom,178,29952.0,33176.32
education programme coordinator,Germany,13,40000.0,59000.0
education programme coordinator,Spain,13,16572.0,18036.0
education programme coordinator,United Kingdom,18,34560.0,36864.0
education welfare officer,Germany,51,32000.0,46000.0
education welfare officer,United Kingdom,39,29286.0,34560.0
educational counsellor,Spain,17,18864.0,22000.0
educational psychologist,United Kingdom,56,66000.0,72000.0
educational researcher,Germany,16,33000.0,46000.0
elderly home manager,United Kingdom,18,74400.0,84000.0
election agent,United Kingdom,12,36000.0,60000.0
electrical drafter,Germany,13,37000.0,54000.0
electrical engineer,France,54,24960.0,30720.0
electrical engineer,Germany,845,37318.44833333334,54919.25214401859
electrical engineer,India,13,3959.9999999999995,6675.427
electrical engineer,Spain,138,28166.666666666664,34666.666666666664
electrical engineer,United Kingdom,476,48000.0,58857.38012422361
electrical engineering technician,France,25,25000.0,30000.0
electrical engineering technician,Germany,239,32066.666666666668,49081.63265306123
electrical engineering technician,Spain,45,22000.0,27000.0
electrical engineering technician,United Kingdom,75,39600.0,48000.0
electrical equipment assembler,United Kingdom,11,31200.0,34283.520000000004
electrical equipment inspector,United Kingdom,13,43577.7,55800.0
electrical supervisor,Germany,20,38000.0,56000.0
electrical supervisor,Spain,20,27000.0,33000.0
electrical supervisor,United Kingdom,31,52800.0,57600.0
electrician,Brazil,27,3978.8496,4021.04952
electrician,France,168,23040.0,26880.0
electrician,Germany,1245,30272.531675830745,42704.66145833333
electrician,Spain,586,20000.0,24000.0
electrician,United Kingdom,355,45600.0,50623.848
electricity sales representative,Spain,16,15600.0,28800.0
electromechanical engineer,Spain,81,23755.0,25750.0
electromechanical engineering technician,Spain,380,23000.0,26995.48872180451
electronic equipment inspector,United Kingdom,11,33600.0,36000.0
electronics engineer,Germany,685,31000.0,44000.0
electronics engineer,United Kingdom,78,48000.0,64800.0
electronics engineering technician,Germany,457,31000.0,44008.66096866097
electronics engineering technician,Spain,53,19000.0,21000.0
electronics engineering technician,United Kingdom,34,33600.0,56400.0
embedded systems security engineer,France,35,40000.0,50000.0
embedded systems security engineer,Germany,60,41000.0,59000.0
embedded systems security engineer,Spain,13,40000.0,45000.0
embedded systems security engineer,United Kingdom,85,24000.0,117750.0
embedded systems software developer,Germany,38,51000.0,69000.0
embedded systems software developer,Spain,18,33000.0,40000.0
embedded systems software developer,United Kingdom,33,60000.0,78000.0
embroidery machine operator,Brazil,39,4019.04,4093.39224
embroidery machine operator,France,16,23040.0,26400.0
embroidery machine operator,Germany,382,29000.0,39216.959064327486
embroidery machine operator,Spain,125,20175.0,23600.0
embroidery machine operator,United Kingdom,64,28961.28,31575.6
emergency ambulance driver,Germany,17,27000.0,37000.0
emergency medical dispatcher,United Kingdom,17,28085.759999999995,28212.48
employment agent,United Kingdom,13,69600.0,90000.0
employment and vocational integration consultant,Germany,11,34000.0,48000.0
employment and vocational integration consultant,Spain,12,20000.0,24000.0
employment programme coordinator,United Kingdom,29,34320.0,36960.0
employment support worker,Germany,11,28000.0,41000.0
employment support worker,United Kingdom,409,29030.399999999998,30092.101435406697
energy analyst,United Kingdom,18,28800.0,120000.0
energy consultant,Germany,47,40000.0,59000.0
energy consultant,Spain,70,15000.0,27000.0
energy consultant,United Kingdom,35,42000.0,54000.0
energy engineer,Germany,25,40000.0,60000.0
energy manager,Germany,28,46400.0,66000.0
energy manager,Spain,12,18000.0,30000.0
engineering assistant,Brazil,49,3898.4687999999996,3898.4687999999996
engineering assistant,France,26,28000.0,33000.0
engineering assistant,Germany,258,31000.0,44229.09090909091
engineering assistant,Spain,175,18968.78125,21958.333333333332
engineering assistant,United Kingdom,158,30150.0,59400.0
engineering lecturer,Germany,13,38000.0,55000.0
engineering lecturer,United Kingdom,50,43528.799999999996,50400.0
enterprise architect,Germany,41,65000.0,88000.0
enterprise architect,United Kingdom,42,84000.0,120000.0
environmental engineer,Germany,28,40000.0,60000.0
environmental engineer,United Kingdom,23,36000.0,43200.0
environmental expert,United Kingdom,26,36000.0,66000.0
environmental programme coordinator,Germany,17,38000.0,53000.0
environmental programme coordinator,United Kingdom,34,42000.0,60000.0
environmental technician,Spain,27,25000.0,28000.0
escort,United Kingdom,72,26357.760000000002,27671.04
ethical hacker,United Kingdom,11,48000.0,72000.0
event assistant,Germany,73,29000.0,43000.0
event assistant,Spain,16,22000.0,24000.0
event assistant,United Kingdom,69,29952.0,36000.0
event assistant,United States,14,33950.0,63050.0
event manager,Germany,135,33000.0,46750.0
event manager,Spain,29,18720.0,23000.0
event manager,United Kingdom,94,45117.0,54000.0
excavator operator,Germany,31,29000.0,40000.0
executive assistant,Brazil,14,4019.04,4019.04
executive assistant,France,164,23234.057142857142,26212.75
executive assistant,Germany,174,33125.0,46923.333333333336
executive assistant,Spain,44,24000.0,30000.0
executive assistant,United Kingdom,300,43813.448791208786,56253.77142857143
extra,Spain,68,17000.0,19000.0
extrusion machine operator,Spain,13,20000.0,21600.0
facilities manager,France,15,27600.0,30000.0
facilities manager,Germany,182,36190.47619047619,53141.66666666667
facilities manager,Spain,83,24000.0,28875.0
facilities manager,United Kingdom,252,33523.90530612245,39203.0
factory hand,Spain,79,18000.0,20000.0
factory hand,United Kingdom,607,27772.308033240995,29794.02375
family support worker,United Kingdom,35,40527.36,42117.12
farm manager,Germany,58,26000.0,36000.0
farm manager,Spain,11,18000.0,18000.0
fashion designer,Germany,12,31000.0,42000.0
fashion designer,Spain,12,12600.0,15600.0
fibre machine tender,Germany,15,30000.0,39000.0
fibre optic installer,Germany,29,30000.0,39000.0
fibre optic installer,Spain,37,20000.0,25000.0
financial analyst,Brazil,31,5827.608,5827.608
financial analyst,Germany,26,42000.0,63000.0
financial analyst,Spain,27,25000.0,30000.0
financial analyst,United Kingdom,386,35571.149999999994,83610.18181818182
financial analyst,United States,14,74903.4,98847.84999999999
financial auditor,France,20,40000.0,45000.0
financial auditor,Germany,74,48000.0,70000.0
financial auditor,India,23,4950.0,8734.341
financial auditor,Spain,49,20000.0,23000.0
financial auditor,United Kingdom,544,40152.0925925926,98796.86520376176
financial broker,United Kingdom,22,31541.759999999995,84000.0
financial controller,Germany,223,48363.63636363636,67914.28571428571
financial controller,Spain,82,30000.0,34000.0
financial controller,United Kingdom,697,65041.3425,92539.61218836565
financial fraud examiner,United Kingdom,18,54000.0,108000.0
financial manager,Brazil,22,20095.2,20095.2
financial manager,France,17,40000.0,45018.24
financial manager,Germany,79,62000.0,85000.0
financial manager,Spain,83,29903.5,35695.0
financial manager,United Kingdom,632,40972.39949999999,98716.36363636363
financial markets back office administrator,United Kingdom,23,36000.0,78000.0
financial planner,Germany,21,52000.0,79000.0
financial planner,Spain,16,24000.0,36000.0
financial planner,United Kingdom,686,42000.0,54225.00000000001
financial risk manager,United Kingdom,28,24000.0,120000.0
financial trader,United Kingdom,39,24000.0,120000.0
fire commissioner,Germany,52,43000.0,64000.0
fire commissioner,Spain,40,30000.0,36000.0
fire commissioner,United Kingdom,97,44400.0,75000.0
fire inspector,Germany,14,30000.0,49000.0
fire inspector,United Kingdom,23,66000.0,67200.0
fire prevention and protection engineer,Germany,18,38000.0,57000.0
fire protection technician,Germany,41,31000.0,45000.0
fire protection technician,Spain,27,23000.0,27000.0
fire protection technician,United Kingdom,279,37186.81318681319,75666.66666666667
firefighter,Germany,13,28000.0,45000.0
first aid instructor,Germany,43,31000.0,43000.0
fiscal affairs policy officer,Spain,16,26000.0,30000.0
fish and seafood shop manager,United States,13,32765.629999999997,34278.83
fish preparation operator,Spain,14,16000.0,17856.0
fisheries engineering technician,United Kingdom,20,45600.0,54000.0
fitness instructor,Germany,59,26000.0,37000.0
fitness instructor,Spain,23,15600.0,19000.0
